#   ix    iy    iz      toten(eV)
    18     0     4     -20038.934523473963
    19     0     4     -20038.934078295682
    20     0     4     -20038.934207141596
    21     0     4     -20038.934835996733
    22     0     4     -20038.935557234523
    23     0     4     -20038.935854791034
    24     0     4     -20038.935416279546
    25     0     4     -20038.934373131051
    26     0     4     -20038.933215150511
    27     0     4     -20038.932528335121
    28     0     4     -20038.932618676925
    29     0     4     -20038.933339642605
    30     0     4     -20038.934185372487
    31     0     4     -20038.934548508434
     0     1     4     -20038.933622913133
     1     1     4     -20038.933872033376
     2     1     4     -20038.934288775752
     3     1     4     -20038.934641299264
     4     1     4     -20038.934759532734
     5     1     4     -20038.934628373852
     6     1     4     -20038.934396396788
     7     1     4     -20038.934284149818
     8     1     4     -20038.934481024196
     9     1     4     -20038.934978448338
    10     1     4     -20038.935574513751
    11     1     4     -20038.935965949546
    12     1     4     -20038.935932615597
    13     1     4     -20038.935484308007
    14     1     4     -20038.934864432631
    15     1     4     -20038.934422111546
    16     1     4     -20038.934419254350
    17     1     4     -20038.934860214868
    18     1     4     -20038.935482539269
    19     1     4     -20038.935932343484
    20     1     4     -20038.935962276009
    21     1     4     -20038.935567438792
    22     1     4     -20038.934970557038
    23     1     4     -20038.934475309808
    24     1     4     -20038.934279523884
    25     1     4     -20038.934389866055
    26     1     4     -20038.934626605114
    27     1     4     -20038.934757083713
    28     1     4     -20038.934633407960
    29     1     4     -20038.934279659941
    30     1     4     -20038.933873938171
    31     1     4     -20038.933616382401
     0     2     4     -20038.931273618102
     1     2     4     -20038.932102068757
     2     2     4     -20038.933684138752
     3     2     4     -20038.935050286396
     4     2     4     -20038.935387571528
     5     2     4     -20038.934506194728
     6     2     4     -20038.932952016403
     7     2     4     -20038.931721245404
     8     2     4     -20038.931633080516
     9     2     4     -20038.932825211345
    10     2     4     -20038.934621843124
    11     2     4     -20038.935962003892
    12     2     4     -20038.936059148542
    13     2     4     -20038.934839262096
    14     2     4     -20038.933007119464
    15     2     4     -20038.931688319630
    16     2     4     -20038.931683829749
    17     2     4     -20038.933007527630
    18     2     4     -20038.934829874168
    19     2     4     -20038.936053434154
    20     2     4     -20038.935967854341
    21     2     4     -20038.934628101739
    22     2     4     -20038.932825075288
    23     2     4     -20038.931636209822
    24     2     4     -20038.931716211300
    25     2     4     -20038.932951608233
    26     2     4     -20038.934500072170
    27     2     4     -20038.935383761935
    28     2     4     -20038.935066477174
    29     2     4     -20038.933694615134
    30     2     4     -20038.932093361112
    31     2     4     -20038.931270080622
     0     3     4     -20038.928433021490
     1     3     4     -20038.929673724648
     2     3     4     -20038.932125198433
     3     3     4     -20038.934258843230
     4     3     4     -20038.934748376065
     5     3     4     -20038.933313111502
     6     3     4     -20038.930784085260
     7     3     4     -20038.928702006044
     8     3     4     -20038.928348530135
     9     3     4     -20038.929966110991
    10     3     4     -20038.932586159317
    11     3     4     -20038.934613407593
    12     3     4     -20038.934817084817
    13     3     4     -20038.933074603701
    14     3     4     -20038.930424078622
    15     3     4     -20038.928514655647
    16     3     4     -20038.928515471991
    17     3     4     -20038.930432514153
    18     3     4     -20038.933078141181
    19     3     4     -20038.934818853559
    20     3     4     -20038.934601978810
    21     3     4     -20038.932575682931
    22     3     4     -20038.929957675460
    23     3     4     -20038.928345536882
    24     3     4     -20038.928704046899
    25     3     4     -20038.930785717945
    26     3     4     -20038.933313927842
    27     3     4     -20038.934748784239
    28     3     4     -20038.934248502905
    29     3     4     -20038.932117035016
    30     3     4     -20038.929673860704
    31     3     4     -20038.928437103197
     0     4     4     -20038.926722377691
     1     4     4     -20038.928093287333
     2     4     4     -20038.930883542878
     3     4     4     -20038.933324676338
     4     4     4     -20038.933910673542
     5     4     4     -20038.932249554469
     6     4     4     -20038.929305282476
     7     4     4     -20038.926813263723
     8     4     4     -20038.926244137583
     9     4     4     -20038.927917501780
    10     4     4     -20038.930773608881
    11     4     4     -20038.933042358207
    12     4     4     -20038.933328894105
    13     4     4     -20038.931443008980
    14     4     4     -20038.928545948744
    15     4     4     -20038.926439787447
    16     4     4     -20038.926438426879
    17     4     4     -20038.928546220857
    18     4     4     -20038.931440287844
    19     4     4     -20038.933318417719
    20     4     4     -20038.933046575974
    21     4     4     -20038.930775377619
    22     4     4     -20038.927917501780
    23     4     4     -20038.926243729409
    24     4     4     -20038.926812991609
    25     4     4     -20038.929303649795
    26     4     4     -20038.932245880933
    27     4     4     -20038.933909040858
    28     4     4     -20038.933330798900
    29     4     4     -20038.930887352471
    30     4     4     -20038.928085532087
    31     4     4     -20038.926719248386
     0     5     4     -20038.927272183755
     1     5     4     -20038.928451117063
     2     5     4     -20038.930960278991
     3     5     4     -20038.933185762213
     4     5     4     -20038.933726180345
     5     5     4     -20038.932202342716
     6     5     4     -20038.929476442096
     7     5     4     -20038.927101704419
     8     5     4     -20038.926425501471
     9     5     4     -20038.927773145373
    10     5     4     -20038.930235231601
    11     5     4     -20038.932249146299
    12     5     4     -20038.932539763904
    13     5     4     -20038.930909529754
    14     5     4     -20038.928367578108
    15     5     4     -20038.926507543802
    16     5     4     -20038.926506727457
    17     5     4     -20038.928366353593
    18     5     4     -20038.930908305239
    19     5     4     -20038.932538539389
    20     5     4     -20038.932248602072
    21     5     4     -20038.930233734976
    22     5     4     -20038.927772192976
    23     5     4     -20038.926425093297
    24     5     4     -20038.927099663564
    25     5     4     -20038.929476986323
    26     5     4     -20038.932204927798
    27     5     4     -20038.933724139490
    28     5     4     -20038.933172428635
    29     5     4     -20038.930961775615
    30     5     4     -20038.928456559341
    31     5     4     -20038.927273952493
     0     6     4     -20038.929885837402
     1     6     4     -20038.930574421531
     2     6     4     -20038.932225200278
     3     6     4     -20038.933716520300
     4     6     4     -20038.934062921249
     5     6     4     -20038.932980724418
     6     6     4     -20038.931025994483
     7     6     4     -20038.929257798609
     8     6     4     -20038.928609079161
     9     6     4     -20038.929345011100
    10     6     4     -20038.930906944672
    11     6     4     -20038.932248738125
    12     6     4     -20038.932485613244
    13     6     4     -20038.931424505237
    14     6     4     -20038.929730460390
    15     6     4     -20038.928482818330
    16     6     4     -20038.928481865929
    17     6     4     -20038.929729916159
    18     6     4     -20038.931421920155
    19     6     4     -20038.932485341131
    20     6     4     -20038.932254996747
    21     6     4     -20038.930911434552
    22     6     4     -20038.929348412526
    23     6     4     -20038.928612752698
    24     6     4     -20038.929258206779
    25     6     4     -20038.931020688266
    26     6     4     -20038.932977050881
    27     6     4     -20038.934063465476
    28     6     4     -20038.933721418351
    29     6     4     -20038.932229009872
    30     6     4     -20038.930585850314
    31     6     4     -20038.929890599396
     0     7     4     -20038.933159775341
     1     7     4     -20038.933170523836
     2     7     4     -20038.933545496737
     3     7     4     -20038.933926864316
     4     7     4     -20038.933931218140
     5     7     4     -20038.933437195421
     6     7     4     -20038.932615139442
     7     7     4     -20038.931812403549
     8     7     4     -20038.931352122949
     9     7     4     -20038.931386545355
    10     7     4     -20038.931792403178
    11     7     4     -20038.932231594954
    12     7     4     -20038.932346154888
    13     7     4     -20038.932011046669
    14     7     4     -20038.931418926906
    15     7     4     -20038.930968578461
    16     7     4     -20038.930969530858
    17     7     4     -20038.931422872553
    18     7     4     -20038.932012815410
    19     7     4     -20038.932346835176
    20     7     4     -20038.932227377187
    21     7     4     -20038.931785736393
    22     7     4     -20038.931380150680
    23     7     4     -20038.931347360958
    24     7     4     -20038.931809138183
    25     7     4     -20038.932617588467
    26     7     4     -20038.933437467535
    27     7     4     -20038.933929041228
    28     7     4     -20038.933924687408
    29     7     4     -20038.933559102432
    30     7     4     -20038.933164265218
    31     7     4     -20038.933152972491
     0     8     4     -20038.935475328250
     1     8     4     -20038.934739396311
     2     8     4     -20038.933730398108
     3     8     4     -20038.932808612397
     4     8     4     -20038.932360168754
     5     8     4     -20038.932462891735
     6     8     4     -20038.932879634118
     7     8     4     -20038.933179095424
     8     8     4     -20038.933058140810
     9     8     4     -20038.932506702069
    10     8     4     -20038.931805464646
    11     8     4     -20038.931314027010
    12     8     4     -20038.931258107612
    13     8     4     -20038.931562875139
    14     8     4     -20038.931991998699
    15     8     4     -20038.932275133175
    16     8     4     -20038.932280847563
    17     8     4     -20038.931994311668
    18     8     4     -20038.931563963590
    19     8     4     -20038.931259060009
    20     8     4     -20038.931314163066
    21     8     4     -20038.931805736760
    22     8     4     -20038.932503572756
    23     8     4     -20038.933061134063
    24     8     4     -20038.933192837172
    25     8     4     -20038.932889158103
    26     8     4     -20038.932465748931
    27     8     4     -20038.932357039444
    28     8     4     -20038.932799496586
    29     8     4     -20038.933729445711
    30     8     4     -20038.934753274116
    31     8     4     -20038.935482267156
     0     9     4     -20038.936190987708
     1     9     4     -20038.934796948390
     2     9     4     -20038.932491055522
     3     9     4     -20038.930364485688
     4     9     4     -20038.929442155750
     5     9     4     -20038.930003118479
     6     9     4     -20038.931500288949
     7     9     4     -20038.932826844029
     8     9     4     -20038.933131475496
     9     9     4     -20038.932243023737
    10     9     4     -20038.930720138505
    11     9     4     -20038.929460115265
    12     9     4     -20038.929119020537
    13     9     4     -20038.929711412417
    14     9     4     -20038.930716737083
    15     9     4     -20038.931423416783
    16     9     4     -20038.931427226376
    17     9     4     -20038.930703539558
    18     9     4     -20038.929709643675
    19     9     4     -20038.929118748423
    20     9     4     -20038.929464333029
    21     9     4     -20038.930728165862
    22     9     4     -20038.932252819835
    23     9     4     -20038.933136509604
    24     9     4     -20038.932824803174
    25     9     4     -20038.931502874031
    26     9     4     -20038.930007064129
    27     9     4     -20038.929444740832
    28     9     4     -20038.930370608250
    29     9     4     -20038.932497858368
    30     9     4     -20038.934796404166
    31     9     4     -20038.936177654130
     0    10     4     -20038.935782680859
     1    10     4     -20038.933906727889
     2    10     4     -20038.930717961593
     3    10     4     -20038.927724164878
     4    10     4     -20038.926394344435
     5    10     4     -20038.927177896301
     6    10     4     -20038.929332085692
     7    10     4     -20038.931406817836
     8    10     4     -20038.932158396325
     9    10     4     -20038.931234977932
    10    10     4     -20038.929306915161
    11    10     4     -20038.927493004154
    12    10     4     -20038.926656798252
    13    10     4     -20038.926898027192
    14    10     4     -20038.927712191868
    15    10     4     -20038.928346081113
    16    10     4     -20038.928335604727
    17    10     4     -20038.927714776950
    18    10     4     -20038.926907415120
    19    10     4     -20038.926656117968
    20    10     4     -20038.927493140211
    21    10     4     -20038.929307595445
    22    10     4     -20038.931228583257
    23    10     4     -20038.932161525634
    24    10     4     -20038.931414437026
    25    10     4     -20038.929343106302
    26    10     4     -20038.927182114065
    27    10     4     -20038.926395024715
    28    10     4     -20038.927719947114
    29    10     4     -20038.930713879883
    30    10     4     -20038.933918020619
    31    10     4     -20038.935774789556
     0    11     4     -20038.935314236845
     1    11     4     -20038.933263994950
     2    11     4     -20038.929727467133
     3    11     4     -20038.926402235735
     4    11     4     -20038.924822614765
     5    11     4     -20038.925540042965
     6    11     4     -20038.927824302780
     7    11     4     -20038.930153869558
     8    11     4     -20038.931187085891
     9    11     4     -20038.930484623957
    10    11     4     -20038.928554520331
    11    11     4     -20038.926388766100
    12    11     4     -20038.924794042807
    13    11     4     -20038.923984912235
    14    11     4     -20038.923725723784
    15    11     4     -20038.923678375973
    16    11     4     -20038.923686675444
    17    11     4     -20038.923720825736
    18    11     4     -20038.923982599270
    19    11     4     -20038.924796763946
    20    11     4     -20038.926389310327
    21    11     4     -20038.928550166511
    22    11     4     -20038.930486392699
    23    11     4     -20038.931198106504
    24    11     4     -20038.930150332078
    25    11     4     -20038.927818996559
    26    11     4     -20038.925552015975
    27    11     4     -20038.924822070534
    28    11     4     -20038.926400875163
    29    11     4     -20038.929728283474
    30    11     4     -20038.933265083404
    31    11     4     -20038.935303624403
     0    12     4     -20038.935390020557
     1    12     4     -20038.933466855829
     2    12     4     -20038.930245027703
     3    12     4     -20038.927175311219
     4    12     4     -20038.925584125405
     5    12     4     -20038.925987534207
     6    12     4     -20038.927792601517
     7    12     4     -20038.929799169135
     8    12     4     -20038.930850753157
     9    12     4     -20038.930454011148
    10    12     4     -20038.928801191549
    11    12     4     -20038.926453665255
    12    12     4     -20038.923923550563
    13    12     4     -20038.921529084630
    14    12     4     -20038.919556123070
    15    12     4     -20038.918413789077
    16    12     4     -20038.918415829929
    17    12     4     -20038.919559524493
    18    12     4     -20038.921526363491
    19    12     4     -20038.923920829424
    20    12     4     -20038.926449447488
    21    12     4     -20038.928797109838
    22    12     4     -20038.930456188056
    23    12     4     -20038.930849800759
    24    12     4     -20038.929798488851
    25    12     4     -20038.927794234201
    26    12     4     -20038.925987670267
    27    12     4     -20038.925587526832
    28    12     4     -20038.927171773739
    29    12     4     -20038.930241082049
    30    12     4     -20038.933462365952
    31    12     4     -20038.935397639743
     0    13     4     -20038.935646487873
     1    13     4     -20038.934102785926
     2    13     4     -20038.931742742403
     3    13     4     -20038.929489911730
     4    13     4     -20038.928151791813
     5    13     4     -20038.928048116431
     6    13     4     -20038.928880648793
     7    13     4     -20038.929998356485
     8    13     4     -20038.930705580413
     9    13     4     -20038.930546801974
    10    13     4     -20038.929315078578
    11    13     4     -20038.926975443588
    12    13     4     -20038.923605585514
    13    13     4     -20038.919598300719
    14    13     4     -20038.915831292463
    15    13     4     -20038.913502814143
    16    13     4     -20038.913510841503
    17    13     4     -20038.915833741488
    18    13     4     -20038.919594491126
    19    13     4     -20038.923608986937
    20    13     4     -20038.926974899361
    21    13     4     -20038.929314670404
    22    13     4     -20038.930543808721
    23    13     4     -20038.930702723217
    24    13     4     -20038.930001621851
    25    13     4     -20038.928882825705
    26    13     4     -20038.928050157287
    27    13     4     -20038.928155601407
    28    13     4     -20038.929499843889
    29    13     4     -20038.931754307239
    30    13     4     -20038.934102921987
    31    13     4     -20038.935644991245
     0    14     4     -20038.935013142855
     1    14     4     -20038.934015981609
     2    14     4     -20038.932915961319
     3    14     4     -20038.931860431647
     4    14     4     -20038.930972115941
     5    14     4     -20038.930301763441
     6    14     4     -20038.929870054799
     7    14     4     -20038.929702024489
     8    14     4     -20038.929701888432
     9    14     4     -20038.929605288013
    10    14     4     -20038.928850035987
    11    14     4     -20038.926759521237
    12    14     4     -20038.922953872814
    13    14     4     -20038.917836363460
    14    14     4     -20038.912760895695
    15    14     4     -20038.909553625657
    16    14     4     -20038.909549543947
    17    14     4     -20038.912757630329
    18    14     4     -20038.917841125451
    19    14     4     -20038.922959995376
    20    14     4     -20038.926767004366
    21    14     4     -20038.928851940782
    22    14     4     -20038.929597260652
    23    14     4     -20038.929712500871
    24    14     4     -20038.929705561968
    25    14     4     -20038.929862707726
    26    14     4     -20038.930299722590
    27    14     4     -20038.930965585208
    28    14     4     -20038.931858390792
    29    14     4     -20038.932904668593
    30    14     4     -20038.934012580183
    31    14     4     -20038.935015047653
     0    15     4     -20038.932846164113
     1    15     4     -20038.932421122259
     2    15     4     -20038.932659902173
     3    15     4     -20038.932934329005
     4    15     4     -20038.932587519885
     5    15     4     -20038.931416886051
     6    15     4     -20038.929691275993
     7    15     4     -20038.928094103678
     8    15     4     -20038.927185515488
     9    15     4     -20038.926940749068
    10    15     4     -20038.926609042272
    11    15     4     -20038.924994998895
    12    15     4     -20038.921313298335
    13    15     4     -20038.915900137272
    14    15     4     -20038.910332279473
    15    15     4     -20038.906760512917
    16    15     4     -20038.906766635479
    17    15     4     -20038.910332687643
    18    15     4     -20038.915891701741
    19    15     4     -20038.921311529593
    20    15     4     -20038.924998400318
    21    15     4     -20038.926613804262
    22    15     4     -20038.926951769681
    23    15     4     -20038.927173814594
    24    15     4     -20038.928097096927
    25    15     4     -20038.929701208148
    26    15     4     -20038.931429811459
    27    15     4     -20038.932588880456
    28    15     4     -20038.932933240547
    29    15     4     -20038.932659085833
    30    15     4     -20038.932429829900
    31    15     4     -20038.932847524680
     0    16     4     -20038.929645969034
     1    16     4     -20038.929697262494
     2    16     4     -20038.931053477987
     3    16     4     -20038.932473232064
     4    16     4     -20038.932670650673
     5    16     4     -20038.931136336658
     6    16     4     -20038.928324039891
     7    16     4     -20038.925426163310
     8    16     4     -20038.923592115880
     9    16     4     -20038.923057003965
    10    16     4     -20038.923007071073
    11    16     4     -20038.921932085261
    12    16     4     -20038.918772026973
    13    16     4     -20038.913733294583
    14    16     4     -20038.908428706949
    15    16     4     -20038.904973405126
    16    16     4     -20038.904977486829
    17    16     4     -20038.908427754548
    18    16     4     -20038.913752070439
    19    16     4     -20038.918775156286
    20    16     4     -20038.921920384364
    21    16     4     -20038.923003533593
    22    16     4     -20038.923069521203
    23    16     4     -20038.923591843766
    24    16     4     -20038.925433238273
    25    16     4     -20038.928320638464
    26    16     4     -20038.931123819420
    27    16     4     -20038.932672011240
    28    16     4     -20038.932478674338
    29    16     4     -20038.931061369287
    30    16     4     -20038.929691139932
    31    16     4     -20038.929641751267
     0    17     4     -20038.926922517443
     1    17     4     -20038.927228237364
     2    17     4     -20038.929263104830
     3    17     4     -20038.931376885314
     4    17     4     -20038.931929004339
     5    17     4     -20038.930197679889
     6    17     4     -20038.926728772371
     7    17     4     -20038.922986934649
     8    17     4     -20038.920423349948
     9    17     4     -20038.919522925178
    10    17     4     -20038.919463060127
    11    17     4     -20038.918728624816
    12    17     4     -20038.916139053239
    13    17     4     -20038.911788496807
    14    17     4     -20038.907079702476
    15    17     4     -20038.904016516724
    16    17     4     -20038.904017197012
    17    17     4     -20038.907085825038
    18    17     4     -20038.911790265549
    19    17     4     -20038.916141366208
    20    17     4     -20038.918730529611
    21    17     4     -20038.919469590863
    22    17     4     -20038.919522244894
    23    17     4     -20038.920424166292
    24    17     4     -20038.922980948140
    25    17     4     -20038.926726595459
    26    17     4     -20038.930196999601
    27    17     4     -20038.931929276452
    28    17     4     -20038.931380558846
    29    17     4     -20038.929269363445
    30    17     4     -20038.927224427771
    31    17     4     -20038.926927415490
     0    18     4     -20038.926253797625
     1    18     4     -20038.926543462829
     2    18     4     -20038.928601596032
     3    18     4     -20038.930777010301
     4    18     4     -20038.931390763119
     5    18     4     -20038.929663792493
     6    18     4     -20038.926120053660
     7    18     4     -20038.922173994484
     8    18     4     -20038.919282784693
     9    18     4     -20038.917982216488
    10    18     4     -20038.917596222975
    11    18     4     -20038.916779609273
    12    18     4     -20038.914478886567
    13    18     4     -20038.910720585955
    14    18     4     -20038.906694933477
    15    18     4     -20038.904084000962
    16    18     4     -20038.904081279827
    17    18     4     -20038.906690171480
    18    18     4     -20038.910714055222
    19    18     4     -20038.914471947661
    20    18     4     -20038.916777160252
    21    18     4     -20038.917601257082
    22    18     4     -20038.917981264090
    23    18     4     -20038.919283737090
    24    18     4     -20038.922179436759
    25    18     4     -20038.926124407481
    26    18     4     -20038.929666513628
    27    18     4     -20038.931392395803
    28    18     4     -20038.930777690588
    29    18     4     -20038.928599419116
    30    18     4     -20038.926535571529
    31    18     4     -20038.926249035630
     0    19     4     -20038.928113559814
     1    19     4     -20038.928100226240
     2    19     4     -20038.929530864869
     3    19     4     -20038.931107492586
     4    19     4     -20038.931474166016
     5    19     4     -20038.929969376357
     6    19     4     -20038.926951905738
     7    19     4     -20038.923508032694
     8    19     4     -20038.920742675567
     9    19     4     -20038.919093937675
    10    19     4     -20038.918096776426
    11    19     4     -20038.916786276062
    12    19     4     -20038.914445688679
    13    19     4     -20038.911142362442
    14    19     4     -20038.907804069579
    15    19     4     -20038.905693010231
    16    19     4     -20038.905694778976
    17    19     4     -20038.907805021976
    18    19     4     -20038.911142770616
    19    19     4     -20038.914445008391
    20    19     4     -20038.916784507324
    21    19     4     -20038.918086708210
    22    19     4     -20038.919090944422
    23    19     4     -20038.920738729914
    24    19     4     -20038.923505719726
    25    19     4     -20038.926949864883
    26    19     4     -20038.929968968187
    27    19     4     -20038.931475934754
    28    19     4     -20038.931107764703
    29    19     4     -20038.929531136982
    30    19     4     -20038.928091654649
    31    19     4     -20038.928104171886
     0    20     4     -20038.931476615042
     1    20     4     -20038.930933883941
     2    20     4     -20038.931242461062
     3    20     4     -20038.931713490161
     4    20     4     -20038.931610903233
     5    20     4     -20038.930515100710
     6    20     4     -20038.928538737728
     7    20     4     -20038.926168762042
     8    20     4     -20038.923932122150
     9    20     4     -20038.922044196170
    10    20     4     -20038.920304708307
    11    20     4     -20038.918324535727
    12    20     4     -20038.915857007221
    13    20     4     -20038.913089065016
    14    20     4     -20038.910616774516
    15    20     4     -20038.909146543316
    16    20     4     -20038.909144502464
    17    20     4     -20038.910614325494
    18    20     4     -20038.913084575139
    19    20     4     -20038.915851428890
    20    20     4     -20038.918318413165
    21    20     4     -20038.920301034766
    22    20     4     -20038.922037393324
    23    20     4     -20038.923931713980
    24    20     4     -20038.926169578383
    25    20     4     -20038.928536968986
    26    20     4     -20038.930515508880
    27    20     4     -20038.931610222950
    28    20     4     -20038.931713081987
    29    20     4     -20038.931243005292
    30    20     4     -20038.930936196910
    31    20     4     -20038.931477295326
     0    21     4     -20038.934574767423
     1    21     4     -20038.933415426312
     2    21     4     -20038.932345338551
     3    21     4     -20038.931475254474
     4    21     4     -20038.930818643723
     5    21     4     -20038.930274824168
     6    21     4     -20038.929636036879
     7    21     4     -20038.928649896239
     8    21     4     -20038.927174766992
     9    21     4     -20038.925147926886
    10    21     4     -20038.922721487572
    11    21     4     -20038.920137358280
    12    21     4     -20038.917737041898
    13    21     4     -20038.915819727627
    14    21     4     -20038.914549364057
    15    21     4     -20038.913936155470
    16    21     4     -20038.913933842501
    17    21     4     -20038.914548819830
    18    21     4     -20038.915821224251
    19    21     4     -20038.917735273160
    20    21     4     -20038.920141984214
    21    21     4     -20038.922724480828
    22    21     4     -20038.925156498470
    23    21     4     -20038.927167011745
    24    21     4     -20038.928652073151
    25    21     4     -20038.929631955169
    26    21     4     -20038.930275776569
    27    21     4     -20038.930819868237
    28    21     4     -20038.931474302073
    29    21     4     -20038.932347923630
    30    21     4     -20038.933418419565
    31    21     4     -20038.934584291408
     0    22     4     -20038.936153708109
     1    22     4     -20038.934397757355
     2    22     4     -20038.932024924474
     3    22     4     -20038.929877265815
     4    22     4     -20038.928731938569
     5    22     4     -20038.928768265767
     6    22     4     -20038.929472904616
     7    22     4     -20038.929857129391
     8    22     4     -20038.929130993547
     9    22     4     -20038.927058030145
    10    22     4     -20038.924080016033
    11    22     4     -20038.921125267658
    12    22     4     -20038.919084277633
    13    22     4     -20038.918322494872
    14    22     4     -20038.918505355392
    15    22     4     -20038.918891757072
    16    22     4     -20038.918891621019
    17    22     4     -20038.918501817909
    18    22     4     -20038.918317868938
    19    22     4     -20038.919085502144
    20    22     4     -20038.921120641724
    21    22     4     -20038.924077975182
    22    22     4     -20038.927055036893
    23    22     4     -20038.929130177206
    24    22     4     -20038.929855768820
    25    22     4     -20038.929475625755
    26    22     4     -20038.928769762395
    27    22     4     -20038.928732074626
    28    22     4     -20038.929876041304
    29    22     4     -20038.932017577401
    30    22     4     -20038.934396941015
    31    22     4     -20038.936136428878
     0    23     4     -20038.936147585551
     1    23     4     -20038.933970538590
     2    23     4     -20038.930624218370
     3    23     4     -20038.927556270624
     4    23     4     -20038.926083862516
     5    23     4     -20038.926613940323
     6    23     4     -20038.928356421438
     7    23     4     -20038.929799441248
     8    23     4     -20038.929623791752
     9    23     4     -20038.927503888706
    10    23     4     -20038.924172398689
    11    23     4     -20038.921101321637
    12    23     4     -20038.919607280473
    13    23     4     -20038.920031778103
    14    23     4     -20038.921590446305
    15    23     4     -20038.922894279876
    16    23     4     -20038.922899722154
    17    23     4     -20038.921599562120
    18    23     4     -20038.920033955012
    19    23     4     -20038.919600477628
    20    23     4     -20038.921106627859
    21    23     4     -20038.924176344342
    22    23     4     -20038.927509875215
    23    23     4     -20038.929629370086
    24    23     4     -20038.929794951371
    25    23     4     -20038.928351387331
    26    23     4     -20038.926606321133
    27    23     4     -20038.926084406747
    28    23     4     -20038.927555590340
    29    23     4     -20038.930633878412
    30    23     4     -20038.933970810704
    31    23     4     -20038.936154932624
     0    24     4     -20038.935534240904
     1    24     4     -20038.933209027946
     2    24     4     -20038.929438210100
     3    24     4     -20038.925963996360
     4    24     4     -20038.924368864897
     5    24     4     -20038.925167519083
     6    24     4     -20038.927410689706
     7    24     4     -20038.929353038460
     8    24     4     -20038.929449910996
     9    24     4     -20038.927309871524
    10    24     4     -20038.923889944501
    11    24     4     -20038.920941998971
    12    24     4     -20038.919967015001
    13    24     4     -20038.921257242881
    14    24     4     -20038.923740553990
    15    24     4     -20038.925628343910
    16    24     4     -20038.925626166998
    17    24     4     -20038.923739465532
    18    24     4     -20038.921253705401
    19    24     4     -20038.919966198660
    20    24     4     -20038.920941590801
    21    24     4     -20038.923882325314
    22    24     4     -20038.927302932621
    23    24     4     -20038.929441475466
    24    24     4     -20038.929355895656
    25    24     4     -20038.927413002675
    26    24     4     -20038.925163301319
    27    24     4     -20038.924370089411
    28    24     4     -20038.925959234370
    29    24     4     -20038.929430046683
    30    24     4     -20038.933199776075
    31    24     4     -20038.935527574115
     0    25     4     -20038.935301311438
     1    25     4     -20038.933110114558
     2    25     4     -20038.929572090117
     3    25     4     -20038.926308764621
     4    25     4     -20038.924806015817
     5    25     4     -20038.925554056827
     6    25     4     -20038.927656952754
     7    25     4     -20038.929468006565
     8    25     4     -20038.929526511045
     9    25     4     -20038.927487017645
    10    25     4     -20038.924325598793
    11    25     4     -20038.921750449255
    12    25     4     -20038.921150438189
    13    25     4     -20038.922762032540
    14    25     4     -20038.925444939170
    15    25     4     -20038.927432866989
    16    25     4     -20038.927431370361
    17    25     4     -20038.925442490141
    18    25     4     -20038.922759719571
    19    25     4     -20038.921150438189
    20    25     4     -20038.921750313199
    21    25     4     -20038.924333354040
    22    25     4     -20038.927491507529
    23    25     4     -20038.929527463446
    24    25     4     -20038.929468142625
    25    25     4     -20038.927644435516
    26    25     4     -20038.925557594306
    27    25     4     -20038.924805607647
    28    25     4     -20038.926303322347
    29    25     4     -20038.929574811256
    30    25     4     -20038.933122223625
    31    25     4     -20038.935290835052
     0    26     4     -20038.935577643064
     1    26     4     -20038.933849583980
     2    26     4     -20038.931131846777
     3    26     4     -20038.928593296554
     4    26     4     -20038.927352865514
     5    26     4     -20038.927737634516
     6    26     4     -20038.929105959072
     7    26     4     -20038.930229653266
     8    26     4     -20038.930054820110
     9    26     4     -20038.928345128712
    10    26     4     -20038.925870797360
    11    26     4     -20038.923918244342
    12    26     4     -20038.923549394003
    13    26     4     -20038.924885745178
    14    26     4     -20038.927054900832
    15    26     4     -20038.928644317904
    16    26     4     -20038.928648671725
    17    26     4     -20038.927058846486
    18    26     4     -20038.924894724940
    19    26     4     -20038.923546808921
    20    26     4     -20038.923919060682
    21    26     4     -20038.925866171423
    22    26     4     -20038.928333835986
    23    26     4     -20038.930045840356
    24    26     4     -20038.930229381152
    25    26     4     -20038.929106911470
    26    26     4     -20038.927743212847
    27    26     4     -20038.927360756818
    28    26     4     -20038.928592480213
    29    26     4     -20038.931128989581
    30    26     4     -20038.933851352722
    31    26     4     -20038.935577779121
     0    27     4     -20038.935587575219
     1    27     4     -20038.934508779810
     2    27     4     -20038.933007391577
     3    27     4     -20038.931578249569
     4    27     4     -20038.930695104027
     5    27     4     -20038.930472106720
     6    27     4     -20038.930689661753
     7    27     4     -20038.930792248677
     8    27     4     -20038.930313872508
     9    27     4     -20038.929198749898
    10    27     4     -20038.927799540419
    11    27     4     -20038.926745507375
    12    27     4     -20038.926521829777
    13    27     4     -20038.927175311219
    14    27     4     -20038.928257916221
    15    27     4     -20038.929065005937
    16    27     4     -20038.929065822278
    17    27     4     -20038.928257916221
    18    27     4     -20038.927175039105
    19    27     4     -20038.926520877380
    20    27     4     -20038.926746459772
    21    27     4     -20038.927804846640
    22    27     4     -20038.929203784006
    23    27     4     -20038.930331968080
    24    27     4     -20038.930800956321
    25    27     4     -20038.930698097280
    26    27     4     -20038.930495236396
