#   ix    iy    iz      toten(eV)
     6    12     2     -15341.601005323886
     7    12     2     -15341.601928742279
     8    12     2     -15341.602827806480
     9    12     2     -15341.602820731519
    10    12     2     -15341.602058676648
    11    12     2     -15341.601033487670
    12    12     2     -15341.600339597322
    13    12     2     -15341.600501369012
    14    12     2     -15341.601203694892
    15    12     2     -15341.602186706219
    16    12     2     -15341.602922774218
    17    12     2     -15341.602684538530
     0    13     2     -15341.603266590082
     1    13     2     -15341.603568228298
     2    13     2     -15341.602582904005
     3    13     2     -15341.601014983928
     4    13     2     -15341.599736456945
     5    13     2     -15341.599675639496
     6    13     2     -15341.600704093840
     7    13     2     -15341.602268612491
     8    13     2     -15341.603453804420
     9    13     2     -15341.603483873003
    10    13     2     -15341.602303715179
    11    13     2     -15341.600721100956
    12    13     2     -15341.599654958845
    13    13     2     -15341.599856187046
    14    13     2     -15341.601028181451
    15    13     2     -15341.602586441484
    16    13     2     -15341.603529043903
    17    13     2     -15341.603343598304
     0    14     2     -15341.604268377268
     1    14     2     -15341.604604573946
     2    14     2     -15341.603441559297
     3    14     2     -15341.601698806066
     4    14     2     -15341.600421231480
     5    14     2     -15341.600187893844
     6    14     2     -15341.601299478971
     7    14     2     -15341.603155975798
     8    14     2     -15341.604438856601
     9    14     2     -15341.604510830721
    10    14     2     -15341.603198017390
    11    14     2     -15341.601344649873
    12    14     2     -15341.600154559896
    13    14     2     -15341.600341366062
    14    14     2     -15341.601667376914
    15    14     2     -15341.603474893245
    16    14     2     -15341.604587974998
    17    14     2     -15341.604332460083
     0    15     2     -15341.605117508574
     1    15     2     -15341.605401595449
     2    15     2     -15341.604452190182
     3    15     2     -15341.602739369475
     4    15     2     -15341.601462747290
     5    15     2     -15341.601375398739
     6    15     2     -15341.602477051711
     7    15     2     -15341.604104836837
     8    15     2     -15341.605267035144
     9    15     2     -15341.605290300879
    10    15     2     -15341.604139803467
    11    15     2     -15341.602498004480
    12    15     2     -15341.601344377759
    13    15     2     -15341.601555129944
    14    15     2     -15341.602811207533
    15    15     2     -15341.604421033146
    16    15     2     -15341.605367445160
    17    15     2     -15341.605181727447
     0    16     2     -15341.604974784856
     1    16     2     -15341.605176693341
     2    16     2     -15341.604463482909
     3    16     2     -15341.603351217493
     4    16     2     -15341.602367797997
     5    16     2     -15341.602369566737
     6    16     2     -15341.603176520393
     7    16     2     -15341.604282255075
     8    16     2     -15341.605065126656
     9    16     2     -15341.605129889756
    10    16     2     -15341.604360215697
    11    16     2     -15341.603139648965
    12    16     2     -15341.602364260514
    13    16     2     -15341.602504535211
    14    16     2     -15341.603363870790
    15    16     2     -15341.604493687546
    16    16     2     -15341.605167033300
    17    16     2     -15341.604997370307
     0    17     2     -15341.603745238366
     1    17     2     -15341.603826464356
     2    17     2     -15341.603560336996
     3    17     2     -15341.603089852129
     4    17     2     -15341.602716239797
     5    17     2     -15341.602682089508
     6    17     2     -15341.603070940215
     7    17     2     -15341.603465505317
     8    17     2     -15341.603796803945
     9    17     2     -15341.603833675374
    10    17     2     -15341.603530268414
    11    17     2     -15341.603055837897
    12    17     2     -15341.602698280281
    13    17     2     -15341.602808078225
    14    17     2     -15341.603160057506
    15    17     2     -15341.603502240689
    16    17     2     -15341.603788368415
    17    17     2     -15341.603716802469
