#   ix    iy    iz      toten(eV)
     7    11     2     -20040.098810934705
     8    11     2     -20040.098259223851
     9    11     2     -20040.084688497358
    10    11     2     -20040.058705569143
    11    11     2     -20040.023022325960
    12    11     2     -20039.979944252511
    13    11     2     -20039.931913298591
    14    11     2     -20039.886073541547
    15    11     2     -20039.856649733541
    16    11     2     -20039.856643610980
    17    11     2     -20039.886056126259
    18    11     2     -20039.931916563957
    19    11     2     -20039.979953368325
    20    11     2     -20040.023025727383
    21    11     2     -20040.058719855122
    22    11     2     -20040.084692443008
    23    11     2     -20040.098267931495
    24    11     2     -20040.098823043772
    25    11     2     -20040.089954989053
    26    11     2     -20040.078756279101
    27    11     2     -20040.072434801961
    28    11     2     -20040.074548582445
    29    11     2     -20040.083354731261
    30    11     2     -20040.093246342276
    31    11     2     -20040.098348205083
     0    12     2     -20040.096740556382
     1    12     2     -20040.092514219927
     2    12     2     -20040.084546317863
     3    12     2     -20040.077563740095
     4    12     2     -20040.076028609739
     5    12     2     -20040.081375238969
     6    12     2     -20040.090807249668
     7    12     2     -20040.098575148044
     8    12     2     -20040.098650931755
     9    12     2     -20040.086773569830
    10    12     2     -20040.060189950265
    11    12     2     -20040.015688721309
    12    12     2     -20039.949808186469
    13    12     2     -20039.864539811042
    14    12     2     -20039.776905949810
    15    12     2     -20039.719079441067
    16    12     2     -20039.719047059516
    17    12     2     -20039.776894384966
    18    12     2     -20039.864542940351
    19    12     2     -20039.949810091268
    20    12     2     -20040.015684231432
    21    12     2     -20040.060187093070
    22    12     2     -20040.086784318326
    23    12     2     -20040.098644809194
    24    12     2     -20040.098572018735
    25    12     2     -20040.090812419832
    26    12     2     -20040.081379864907
    27    12     2     -20040.076035956816
    28    12     2     -20040.077566189124
    29    12     2     -20040.084551624084
    30    12     2     -20040.092519798265
    31    12     2     -20040.096750352484
     0    13     2     -20040.097211993649
     1    13     2     -20040.094607863986
     2    13     2     -20040.090207646772
     3    13     2     -20040.086658329608
     4    13     2     -20040.086489346897
     5    13     2     -20040.090515815722
     6    13     2     -20040.097130359492
     7    13     2     -20040.102895499840
     8    13     2     -20040.103717963986
     9    13     2     -20040.095117261135
    10    13     2     -20040.070878174611
    11    13     2     -20040.021888155381
    12    13     2     -20039.939075471506
    13    13     2     -20039.823993893137
    14    13     2     -20039.702001983227
    15    13     2     -20039.620549460491
    16    13     2     -20039.620561297448
    17    13     2     -20039.702007153392
    18    13     2     -20039.824010219967
    19    13     2     -20039.939088532970
    20    13     2     -20040.021901488963
    21    13     2     -20040.070889875507
    22    13     2     -20040.095119165933
    23    13     2     -20040.103732794192
    24    13     2     -20040.102905568048
    25    13     2     -20040.097136890225
    26    13     2     -20040.090522754628
    27    13     2     -20040.086497102144
    28    13     2     -20040.086663227659
    29    13     2     -20040.090211864539
    30    13     2     -20040.094617660085
    31    13     2     -20040.097219612839
     0    14     2     -20040.096943009095
     1    14     2     -20040.096270887858
     2    14     2     -20040.096140273203
     3    14     2     -20040.096801645945
     4    14     2     -20040.098489568234
     5    14     2     -20040.101210842917
     6    14     2     -20040.104568319806
     7    14     2     -20040.107656676089
     8    14     2     -20040.108645537865
     9    14     2     -20040.103449795777
    10    14     2     -20040.083700043753
    11    14     2     -20040.036642169005
    12    14     2     -20039.950363842978
    13    14     2     -20039.826473122535
    14    14     2     -20039.693764144213
    15    14     2     -20039.605005228215
    16    14     2     -20039.604984139391
    17    14     2     -20039.693775709053
    18    14     2     -20039.826433938139
    19    14     2     -20039.950335679194
    20    14     2     -20040.036644481974
    21    14     2     -20040.083706030258
    22    14     2     -20040.103443673215
    23    14     2     -20040.108645809978
    24    14     2     -20040.107653954950
    25    14     2     -20040.104570496718
    26    14     2     -20040.101215332794
    27    14     2     -20040.098492153316
    28    14     2     -20040.096803550743
    29    14     2     -20040.096139184745
    30    14     2     -20040.096272520539
    31    14     2     -20040.096947771090
     0    15     2     -20040.093209742961
     1    15     2     -20040.094269082227
     2    15     2     -20040.098126296227
     3    15     2     -20040.102824478119
     4    15     2     -20040.106411891225
     5    15     2     -20040.108058588263
     6    15     2     -20040.108305531594
     7    15     2     -20040.108414377140
     8    15     2     -20040.108719008611
     9    15     2     -20040.106152838827
    10    15     2     -20040.092150811863
    11    15     2     -20040.053471458999
    12    15     2     -20039.978635112715
    13    15     2     -20039.869705620607
    14    15     2     -20039.753243744668
    15    15     2     -20039.675713879318
    16    15     2     -20039.675652517642
    17    15     2     -20039.753244152842
    18    15     2     -20039.869738274268
    19    15     2     -20039.978649262637
    20    15     2     -20040.053474996479
    21    15     2     -20040.092157886826
    22    15     2     -20040.106163179153
    23    15     2     -20040.108726491741
    24    15     2     -20040.108422676614
    25    15     2     -20040.108311109929
    26    15     2     -20040.108063350257
    27    15     2     -20040.106416108989
    28    15     2     -20040.102829240110
    29    15     2     -20040.098135139928
    30    15     2     -20040.094286497515
    31    15     2     -20040.093217090034
     0    16     2     -20040.086228933931
     1    16     2     -20040.088481764600
     2    16     2     -20040.095245834935
     3    16     2     -20040.102941759196
     4    16     2     -20040.108002668865
     5    16     2     -20040.108892753313
     6    16     2     -20040.106693256959
     7    16     2     -20040.104148720231
     8    16     2     -20040.103269248229
     9    16     2     -20040.102444335054
    10    16     2     -20040.094432214486
    11    16     2     -20040.067992134987
    12    16     2     -20040.013972363122
    13    16     2     -20039.934509536950
    14    16     2     -20039.849949746022
    15    16     2     -20039.794035789560
    16    16     2     -20039.794027217977
    17    16     2     -20039.849940222033
    18    16     2     -20039.934495387031
    19    16     2     -20040.013959709831
    20    16     2     -20040.067983835510
    21    16     2     -20040.094424187129
    22    16     2     -20040.102441341802
    23    16     2     -20040.103268567942
    24    16     2     -20040.104141101045
    25    16     2     -20040.106695297814
    26    16     2     -20040.108890304284
    27    16     2     -20040.108005798174
    28    16     2     -20040.102943391877
    29    16     2     -20040.095248828191
    30    16     2     -20040.088476730492
    31    16     2     -20040.086226484909
     0    17     2     -20040.079555749628
     1    17     2     -20040.082246547554
     2    17     2     -20040.090280301174
     3    17     2     -20040.099321420312
     4    17     2     -20040.105038260448
     5    17     2     -20040.105475411368
     6    17     2     -20040.101890855458
     7    17     2     -20040.097665063233
     8    17     2     -20040.095806933721
     9    17     2     -20040.096034556969
    10    17     2     -20040.093183620029
    11    17     2     -20040.078933425222
    12    17     2     -20040.046788070424
    13    17     2     -20039.998269080290
    14    17     2     -20039.946578330979
    15    17     2     -20039.912556615040
    16    17     2     -20039.912565458741
    17    17     2     -20039.946584317484
    18    17     2     -20039.998269760574
    19    17     2     -20040.046783852660
    20    17     2     -20040.078935057907
    21    17     2     -20040.093186205111
    22    17     2     -20040.096042856439
    23    17     2     -20040.095817001933
    24    17     2     -20040.097671593965
    25    17     2     -20040.101898202534
    26    17     2     -20040.105477724333
    27    17     2     -20040.105039348906
    28    17     2     -20040.099325229905
    29    17     2     -20040.090283022313
    30    17     2     -20040.082256887883
    31    17     2     -20040.079558878937
     0    18     2     -20040.077605101404
     1    18     2     -20040.079950178671
     2    18     2     -20040.087357662236
     3    18     2     -20040.095780538675
     4    18     2     -20040.101098732004
     5    18     2     -20040.101367172330
     6    18     2     -20040.097670505507
     7    18     2     -20040.093191783446
     8    18     2     -20040.091034464745
     9    18     2     -20040.091747267008
    10    18     2     -20040.092207003378
    11    18     2     -20040.086969083637
    12    18     2     -20040.071758735070
    13    18     2     -20040.047228350653
    14    18     2     -20040.020598879903
    15    18     2     -20040.003021821012
    16    18     2     -20040.003018691703
    17    18     2     -20040.020592893397
    18    18     2     -20040.047224949230
    19    18     2     -20040.071756694215
    20    18     2     -20040.086968811524
    21    18     2     -20040.092200064475
    22    18     2     -20040.091738695421
    23    18     2     -20040.091033512348
    24    18     2     -20040.093186341168
    25    18     2     -20040.097670369450
    26    18     2     -20040.101367988671
    27    18     2     -20040.101099684402
    28    18     2     -20040.095778225706
    29    18     2     -20040.087357390123
    30    18     2     -20040.079949090217
    31    18     2     -20040.077606053805
     0    19     2     -20040.082229404383
     1    19     2     -20040.083544938851
     2    19     2     -20040.088585848152
     3    19     2     -20040.094565414223
     4    19     2     -20040.098489432177
     5    19     2     -20040.098859098856
     6    19     2     -20040.096286806518
     7    19     2     -20040.092961439059
     8    19     2     -20040.091199909970
     9    19     2     -20040.091757063106
    10    19     2     -20040.093166204741
    11    19     2     -20040.092527825622
    12    19     2     -20040.087438071881
    13    19     2     -20040.077899664662
    14    19     2     -20040.067036743214
    15    19     2     -20040.059743819587
    16    19     2     -20040.059738105196
    17    19     2     -20040.067033886018
    18    19     2     -20040.077895991122
    19    19     2     -20040.087435214686
    20    19     2     -20040.092532723673
    21    19     2     -20040.093169878281
    22    19     2     -20040.091762505384
    23    19     2     -20040.091208073387
    24    19     2     -20040.092970690934
    25    19     2     -20040.096289119487
    26    19     2     -20040.098861411825
    27    19     2     -20040.098493649941
    28    19     2     -20040.094568407476
    29    19     2     -20040.088589385632
    30    19     2     -20040.083544666737
    31    19     2     -20040.082232805806
     0    20     2     -20040.091139772809
     1    20     2     -20040.090978409287
     2    20     2     -20040.092515444441
     3    20     2     -20040.094826507473
     4    20     2     -20040.096746951058
     5    20     2     -20040.097510502557
     6    20     2     -20040.097026275940
     7    20     2     -20040.095863125236
     8    20     2     -20040.094866780328
     9    20     2     -20040.094537930723
    10    20     2     -20040.094717934044
    11    20     2     -20040.094776846694
    12    20     2     -20040.094102276427
    13    20     2     -20040.092541839487
    14    20     2     -20040.090611463744
    15    20     2     -20040.089258649678
    16    20     2     -20040.089257016996
    17    20     2     -20040.090608606548
    18    20     2     -20040.092538982288
    19    20     2     -20040.094098466834
    20    20     2     -20040.094774261612
    21    20     2     -20040.094713308106
    22    20     2     -20040.094534529300
    23    20     2     -20040.094863787072
    24    20     2     -20040.095860540154
    25    20     2     -20040.097025731709
    26    20     2     -20040.097506284794
    27    20     2     -20040.096744910206
    28    20     2     -20040.094827323817
    29    20     2     -20040.092518573751
    30    20     2     -20040.090976776606
    31    20     2     -20040.091139500695
     0    21     2     -20040.099527546565
     1    21     2     -20040.097772003977
     2    21     2     -20040.095479308631
     3    21     2     -20040.093800638213
     4    21     2     -20040.093647846279
     5    21     2     -20040.095106784753
     6    21     2     -20040.097213082106
     7    21     2     -20040.098623176142
     8    21     2     -20040.098400314888
     9    21     2     -20040.096541369036
    10    21     2     -20040.094010982230
    11    21     2     -20040.092314080182
    12    21     2     -20040.092644290355
    13    21     2     -20040.095066920072
    14    21     2     -20040.098325347517
    15    21     2     -20040.100599947295
    16    21     2     -20040.100597498269
    17    21     2     -20040.098320993697
    18    21     2     -20040.095066511898
    19    21     2     -20040.092647419664
    20    21     2     -20040.092316801321
    21    21     2     -20040.093999961617
    22    21     2     -20040.096537423386
    23    21     2     -20040.098400042774
    24    21     2     -20040.098626577565
    25    21     2     -20040.097217299870
    26    21     2     -20040.095109369835
    27    21     2     -20040.093648254449
    28    21     2     -20040.093799685816
    29    21     2     -20040.095479988915
    30    21     2     -20040.097776357801
    31    21     2     -20040.099526866277
     0    22     2     -20040.103571022501
     1    22     2     -20040.100460216825
     2    22     2     -20040.094828956499
     3    22     2     -20040.089692943402
     4    22     2     -20040.087888964550
     5    22     2     -20040.090203973235
     6    22     2     -20040.094840521338
     7    22     2     -20040.098605624797
     8    22     2     -20040.098884677562
     9    22     2     -20040.095185425660
    10    22     2     -20040.089463959586
    11    22     2     -20040.085144015964
    12    22     2     -20040.085108777217
    13    22     2     -20040.089749134913
    14    22     2     -20040.096461639674
    15    22     2     -20040.101260503696
    16    22     2     -20040.101262816665
    17    22     2     -20040.096463408416
    18    22     2     -20040.089741379667
    19    22     2     -20040.085099117176
    20    22     2     -20040.085136668888
    21    22     2     -20040.089461102390
    22    22     2     -20040.095187602568
    23    22     2     -20040.098890255897
    24    22     2     -20040.098610931018
    25    22     2     -20040.094842290080
    26    22     2     -20040.090201524210
    27    22     2     -20040.087889236664
    28    22     2     -20040.089694167913
    29    22     2     -20040.094823242107
    30    22     2     -20040.100467972068
    31    22     2     -20040.103571974898
     0    23     2     -20040.102825430517
     1    23     2     -20040.098910392324
     2    23     2     -20040.091100860525
     3    23     2     -20040.083742901686
     4    23     2     -20040.080943122157
     5    23     2     -20040.083967939849
     6    23     2     -20040.090396357737
     7    23     2     -20040.095702305942
     8    23     2     -20040.096087891285
     9    23     2     -20040.090746568279
    10    23     2     -20040.082416346606
    11    23     2     -20040.075942077536
    12    23     2     -20040.075419618919
    13    23     2     -20040.081457689470
    14    23     2     -20040.090496495639
    15    23     2     -20040.097018520693
    16    23     2     -20040.097021105776
    17    23     2     -20040.090495951412
    18    23     2     -20040.081460002439
    19    23     2     -20040.075421523714
    20    23     2     -20040.075940580908
    21    23     2     -20040.082417843234
    22    23     2     -20040.090746024049
    23    23     2     -20040.096085442259
    24    23     2     -20040.095700129030
    25    23     2     -20040.090393364484
    26    23     2     -20040.083969436477
    27    23     2     -20040.080940401014
    28    23     2     -20040.083747391564
    29    23     2     -20040.091099363901
    30    23     2     -20040.098911888948
    31    23     2     -20040.102816178649
     0    24     2     -20040.099882655151
     1    24     2     -20040.095908432191
     2    24     2     -20040.087579435032
     3    24     2     -20040.079649356798
     4    24     2     -20040.076581681169
     5    24     2     -20040.079774801288
     6    24     2     -20040.086616151959
     7    24     2     -20040.092184690042
     8    24     2     -20040.092311359043
     9    24     2     -20040.086129476316
    10    24     2     -20040.076724677001
    11    24     2     -20040.069469985374
    12    24     2     -20040.068832558649
    13    24     2     -20040.075405877171
    14    24     2     -20040.085304018914
    15    24     2     -20040.092455307276
    16    24     2     -20040.092449320775
    17    24     2     -20040.085295855497
    18    24     2     -20040.075402747858
    19    24     2     -20040.068826844257
    20    24     2     -20040.069470257487
    21    24     2     -20040.076724268831
    22    24     2     -20040.086129884490
    23    24     2     -20040.092305372542
    24    24     2     -20040.092179928048
    25    24     2     -20040.086611389968
    26    24     2     -20040.079770719578
    27    24     2     -20040.076579504257
    28    24     2     -20040.079647996226
    29    24     2     -20040.087577122064
    30    24     2     -20040.095913738412
    31    24     2     -20040.099884696006
     0    25     2     -20040.097894319159
     1    25     2     -20040.094659837734
     2    25     2     -20040.087606782476
     3    25     2     -20040.080835909292
     4    25     2     -20040.078140621485
     5    25     2     -20040.080670328007
     6    25     2     -20040.086241859339
     7    25     2     -20040.090641668383
     8    25     2     -20040.090293090529
     9    25     2     -20040.084540059248
    10    25     2     -20040.076140312482
    11    25     2     -20040.069829855955
    12    25     2     -20040.069425902926
    13    25     2     -20040.075343971264
    14    25     2     -20040.084166855082
    15    25     2     -20040.090535271862
    16    25     2     -20040.090539353569
    17    25     2     -20040.084168759880
    18    25     2     -20040.075344379435
    19    25     2     -20040.069422093333
    20    25     2     -20040.069830808352
    21    25     2     -20040.076136502888
    22    25     2     -20040.084537746279
    23    25     2     -20040.090293634752
    24    25     2     -20040.090642212610
    25    25     2     -20040.086242539626
    26    25     2     -20040.080672368862
    27    25     2     -20040.078140893598
    28    25     2     -20040.080836997749
    29    25     2     -20040.087607190646
    30    25     2     -20040.094661198302
    31    25     2     -20040.097887380256
     0    26     2     -20040.097764248734
     1    26     2     -20040.095939861341
     2    26     2     -20040.091752165055
     3    26     2     -20040.087582156171
     4    26     2     -20040.085673957710
     5    26     2     -20040.086732072465
     6    26     2     -20040.089489266178
     7    26     2     -20040.091484813187
     8    26     2     -20040.090658675501
     9    26     2     -20040.086686085222
    10    26     2     -20040.081336598800
    11    26     2     -20040.077498024599
    12    26     2     -20040.077474622809
    13    26     2     -20040.081463948089
    14    26     2     -20040.087242285957
    15    26     2     -20040.091392566588
    16    26     2     -20040.091391750244
    17    26     2     -20040.087240381159
    18    26     2     -20040.081462451461
    19    26     2     -20040.077473126181
    20    26     2     -20040.077494623176
    21    26     2     -20040.081333061320
    22    26     2     -20040.086684180424
    23    26     2     -20040.090656906759
    24    26     2     -20040.091484268960
    25    26     2     -20040.089488449834
    26    26     2     -20040.086731528238
    27    26     2     -20040.085671508688
    28    26     2     -20040.087577938408
    29    26     2     -20040.091746450667
    30    26     2     -20040.095937548376
    31    26     2     -20040.097761255478
     0    27     2     -20040.097445331285
     1    27     2     -20040.097467372510
     2    27     2     -20040.097092399606
     3    27     2     -20040.096346671569
     4    27     2     -20040.095401211955
     5    27     2     -20040.094399288711
     6    27     2     -20040.093341582127
     7    27     2     -20040.092201833217
     8    27     2     -20040.091009838441
     9    27     2     -20040.089871041924
    10    27     2     -20040.088963542192
    11    27     2     -20040.088563534817
    12    27     2     -20040.088919187634
    13    27     2     -20040.089982336493
    14    27     2     -20040.091280319619
    15    27     2     -20040.092160607965
    16    27     2     -20040.092161016135
    17    27     2     -20040.091277598480
    18    27     2     -20040.089978254786
    19    27     2     -20040.088917418896
    20    27     2     -20040.088563126646
    21    27     2     -20040.088965583047
    22    27     2     -20040.089871586155
    23    27     2     -20040.091010518725
    24    27     2     -20040.092201697156
    25    27     2     -20040.093337772534
    26    27     2     -20040.094391805578
    27    27     2     -20040.095401756182
    28    27     2     -20040.096349120591
    29    27     2     -20040.097096617370
    30    27     2     -20040.097469141248
    31    27     2     -20040.097444514948
     0    28     2     -20040.093881456029
     1    28     2     -20040.095863261289
     2    28     2     -20040.099484144401
     3    28     2     -20040.102273447548
     4    28     2     -20040.102209092620
     5    28     2     -20040.098881956426
     6    28     2     -20040.093722813650
     7    28     2     -20040.089295793219
     8    28     2     -20040.087887059752
     9    28     2     -20040.089979479297
    10    28     2     -20040.093943089822
    11    28     2     -20040.097204782633
    12    28     2     -20040.097820168132
    13    28     2     -20040.095528561240
    14    28     2     -20040.091813526731
    15    28     2     -20040.089056741192
    16    28     2     -20040.089055516681
    17    28     2     -20040.091811485880
    18    28     2     -20040.095524343476
    19    28     2     -20040.097818263333
    20    28     2     -20040.097203013891
    21    28     2     -20040.093942953765
    22    28     2     -20040.089972268284
    23    28     2     -20040.087883794386
    24    28     2     -20040.089295793219
    25    28     2     -20040.093717507429
    26    28     2     -20040.098878282886
    27    28     2     -20040.102208276279
    28    28     2     -20040.102272631208
    29    28     2     -20040.099479790577
    30    28     2     -20040.095857138727
    31    28     2     -20040.093876285868
     0    29     2     -20040.086201314378
     1    29     2     -20040.089867912615
     2    29     2     -20040.096902328074
     3    29     2     -20040.102627059510
     4    29     2     -20040.103161355084
     5    29     2     -20040.097662069977
     6    29     2     -20040.088854288479
     7    29     2     -20040.081597828110
     8    29     2     -20040.080083242348
     9    29     2     -20040.085063334205
    10    29     2     -20040.093303894359
    11    29     2     -20040.099691495165
    12    29     2     -20040.100393004701
    13    29     2     -20040.094990183963
    14    29     2     -20040.086738058970
    15    29     2     -20040.080710328744
    16    29     2     -20040.080711553259
    17    29     2     -20040.086741732506
    18    29     2     -20040.094992769042
    19    29     2     -20040.100391099906
    20    29     2     -20040.099690406707
    21    29     2     -20040.093297363626
    22    29     2     -20040.085060613063
    23    29     2     -20040.080083786579
    24    29     2     -20040.081599188678
    25    29     2     -20040.088854696649
    26    29     2     -20040.097665607456
    27    29     2     -20040.103159994513
    28    29     2     -20040.102619984551
    29    29     2     -20040.096895117058
    30    29     2     -20040.089862198227
    31    29     2     -20040.086202674946
     0    30     2     -20040.077322511159
     1    30     2     -20040.082012121464
     2    30     2     -20040.091088207235
     3    30     2     -20040.098525895435
     4    30     2     -20040.099284820997
     5    30     2     -20040.092285100054
     6    30     2     -20040.081107342870
     7    30     2     -20040.072096564429
     8    30     2     -20040.070572182573
     9    30     2     -20040.077403192918
    10    30     2     -20040.088337272140
    11    30     2     -20040.096643275680
    12    30     2     -20040.097245463654
    13    30     2     -20040.089654031119
    14    30     2     -20040.078320080578
    15    30     2     -20040.070124011039
    16    30     2     -20040.070119793276
    17    30     2     -20040.078321441146
    18    30     2     -20040.089650085469
    19    30     2     -20040.097241109834
    20    30     2     -20040.096643547793
    21    30     2     -20040.088338768768
    22    30     2     -20040.077403328974
    23    30     2     -20040.070571910459
    24    30     2     -20040.072092890892
    25    30     2     -20040.081102308766
    26    30     2     -20040.092279521723
    27    30     2     -20040.099285093111
    28    30     2     -20040.098527119950
    29    30     2     -20040.091089975973
    30    30     2     -20040.082015250773
    31    30     2     -20040.077316796767
     0    31     2     -20040.072416570332
     1    31     2     -20040.077153664504
     2    31     2     -20040.086349752488
     3    31     2     -20040.093852611961
     4    31     2     -20040.094470174372
     5    31     2     -20040.087130175045
     6    31     2     -20040.075598669839
     7    31     2     -20040.066444895561
     8    31     2     -20040.065059019664
     9    31     2     -20040.072230716563
    10    31     2     -20040.083573918979
    11    31     2     -20040.092072851243
    12    31     2     -20040.092415986826
    13    31     2     -20040.084142364834
    14    31     2     -20040.072009624047
    15    31     2     -20040.063297490571
    16    31     2     -20040.063294225209
    17    31     2     -20040.072012617304
    18    31     2     -20040.084139507639
    19    31     2     -20040.092413129627
    20    31     2     -20040.092075572382
    21    31     2     -20040.083572422351
    22    31     2     -20040.072230444450
    23    31     2     -20040.065056842748
    24    31     2     -20040.066443534994
    25    31     2     -20040.075597853498
    26    31     2     -20040.087129902931
    27    31     2     -20040.094468405630
    28    31     2     -20040.093851931673
    29    31     2     -20040.086352473627
    30    31     2     -20040.077146997719
    31    31     2     -20040.072413032849
     0     0     3     -20040.090112951151
     1     0     3     -20040.090051453415
     2     0     3     -20040.089370216363
     3     0     3     -20040.088778640824
     4     0     3     -20040.088939324061
     5     0     3     -20040.090058120204
     6     0     3     -20040.091806179658
     7     0     3     -20040.093546075695
     8     0     3     -20040.094726913801
     9     0     3     -20040.095164064722
    10     0     3     -20040.095085695928
    11     0     3     -20040.094923788183
    12     0     3     -20040.095016170835
    13     0     3     -20040.095422028662
    14     0     3     -20040.095939181057
    15     0     3     -20040.096290071884
    16     0     3     -20040.096291296395
    17     0     3     -20040.095942310367
    18     0     3     -20040.095424885858
    19     0     3     -20040.095016442949
    20     0     3     -20040.094922155498
    21     0     3     -20040.095082022392
    22     0     3     -20040.095161751753
    23     0     3     -20040.094725689287
    24     0     3     -20040.093547436267
    25     0     3     -20040.091808628680
    26     0     3     -20040.090061249513
    27     0     3     -20040.088942045200
    28     0     3     -20040.088779593225
    29     0     3     -20040.089367223107
    30     0     3     -20040.090052405816
    31     0     3     -20040.090115400173
     0     1     3     -20040.088570201606
     1     1     3     -20040.089574845984
     2     1     3     -20040.091135282932
     3     1     3     -20040.092547689932
     4     1     3     -20040.093240899998
     5     1     3     -20040.093124979492
     6     1     3     -20040.092639800478
     7     1     3     -20040.092530546761
     8     1     3     -20040.093397229411
     9     1     3     -20040.095259032460
    10     1     3     -20040.097461930232
    11     1     3     -20040.099005087948
    12     1     3     -20040.099134205975
    13     1     3     -20040.097814589797
    14     1     3     -20040.095819314902
    15     1     3     -20040.094367723505
    16     1     3     -20040.094367315331
    17     1     3     -20040.095819314902
    18     1     3     -20040.097816086425
    19     1     3     -20040.099138423739
    20     1     3     -20040.098999509610
    21     1     3     -20040.097458800923
    22     1     3     -20040.095254950753
    23     1     3     -20040.093393147705
    24     1     3     -20040.092527553508
    25     1     3     -20040.092637487509
    26     1     3     -20040.093124299208
    27     1     3     -20040.093238723086
    28     1     3     -20040.092542927941
    29     1     3     -20040.091133378133
    30     1     3     -20040.089580424319
    31     1     3     -20040.088574827543
     0     2     3     -20040.084618019868
     1     2     3     -20040.086599416958
     2     2     3     -20040.090234994215
     3     2     3     -20040.093511789350
     4     2     3     -20040.094764465513
     5     2     3     -20040.093606893144
     6     2     3     -20040.091148344396
     7     2     3     -20040.089381917260
     8     2     3     -20040.089961247671
     9     2     3     -20040.093107564207
    10     2     3     -20040.097379071562
    11     2     3     -20040.100490285407
    12     2     3     -20040.100704302960
    13     2     3     -20040.097875135132
    14     2     3     -20040.093657370264
    15     2     3     -20040.090604933015
    16     2     3     -20040.090604933015
    17     2     3     -20040.093657642377
    18     2     3     -20040.097869556801
    19     2     3     -20040.100696275604
    20     2     3     -20040.100485523413
    21     2     3     -20040.097386282581
    22     2     3     -20040.093116407905
    23     2     3     -20040.089968730801
    24     2     3     -20040.089380148518
    25     2     3     -20040.091143310288
    26     2     3     -20040.093604988346
    27     2     3     -20040.094763513116
    28     2     3     -20040.093518320082
    29     2     3     -20040.090242885519
    30     2     3     -20040.086611526025
    31     2     3     -20040.084612441533
     0     3     3     -20040.079722555423
     1     3     3     -20040.082428319616
     2     3     3     -20040.087533855960
     3     3     3     -20040.092184145811
     4     3     3     -20040.093914789977
     5     3     3     -20040.092144145074
     6     3     3     -20040.088431967764
     7     3     3     -20040.085607834044
     8     3     3     -20040.086045393135
     9     3     3     -20040.090096760374
    10     3     3     -20040.095821627870
    11     3     3     -20040.100086604492
    12     3     3     -20040.100491645975
    13     3     3     -20040.096829401558
    14     3     3     -20040.091299775759
    15     3     3     -20040.087282830922
    16     3     3     -20040.087287184746
    17     3     3     -20040.091298007021
    18     3     3     -20040.096826136192
    19     3     3     -20040.100490965691
    20     3     3     -20040.100085379978
    21     3     3     -20040.095819450959
    22     3     3     -20040.090090773869
    23     3     3     -20040.086037501831
    24     3     3     -20040.085607425874
    25     3     3     -20040.088433464389
    26     3     3     -20040.092145505645
    27     3     3     -20040.093914653920
    28     3     3     -20040.092174893940
    29     3     3     -20040.087532631449
    30     3     3     -20040.082417707174
    31     3     3     -20040.079727045300
     0     4     3     -20040.076710935253
     1     4     3     -20040.079656159643
     2     4     3     -20040.085281841635
     3     4     3     -20040.090485611083
     4     4     3     -20040.092540342859
     5     4     3     -20040.090778813770
     6     4     3     -20040.086873843789
     7     4     3     -20040.083878958616
     8     4     3     -20040.084362777066
     9     4     3     -20040.088759184684
    10     4     3     -20040.095009504050
    11     4     3     -20040.099817619939
    12     4     3     -20040.100638179290
    13     4     3     -20040.097224646943
    14     4     3     -20040.091817064211
    15     4     3     -20040.087837943203
    16     4     3     -20040.087843249425
    17     4     3     -20040.091816383927
    18     4     3     -20040.097224102716
    19     4     3     -20040.100633825470
    20     4     3     -20040.099811633434
    21     4     3     -20040.095008551649
    22     4     3     -20040.088761361592
    23     4     3     -20040.084366042433
    24     4     3     -20040.083878142275
    25     4     3     -20040.086873707729
    26     4     3     -20040.090777861373
    27     4     3     -20040.092547825989
    28     4     3     -20040.090491189418
    29     4     3     -20040.085289324765
    30     4     3     -20040.079654526962
    31     4     3     -20040.076707942000
     0     5     3     -20040.077717212316
     1     5     3     -20040.080337532752
     2     5     3     -20040.085384836733
     3     5     3     -20040.090150502863
     4     5     3     -20040.092281290461
     5     5     3     -20040.091164535173
     6     5     3     -20040.088224208830
     7     5     3     -20040.086050019068
     8     5     3     -20040.086799148532
     9     5     3     -20040.090851196055
    10     5     3     -20040.096521776835
    11     5     3     -20040.101121453510
    12     5     3     -20040.102599167843
    13     5     3     -20040.100689608811
    14     5     3     -20040.097060834400
    15     5     3     -20040.094299150809
    16     5     3     -20040.094300103210
    17     5     3     -20040.097062875251
    18     5     3     -20040.100693826575
    19     5     3     -20040.102604065891
    20     5     3     -20040.101129208757
    21     5     3     -20040.096523409520
    22     5     3     -20040.090851196055
    23     5     3     -20040.086799692759
    24     5     3     -20040.086052332033
    25     5     3     -20040.088226657852
    26     5     3     -20040.091164535173
    27     5     3     -20040.092281834688
    28     5     3     -20040.090150502863
    29     5     3     -20040.085385789131
    30     5     3     -20040.080337940926
    31     5     3     -20040.077720885853
     0     6     3     -20040.082517845076
     1     6     3     -20040.084289850547
     2     6     3     -20040.087731274569
     3     6     3     -20040.091138412237
     4     6     3     -20040.093055862570
     5     6     3     -20040.093086611436
     6     6     3     -20040.092080334372
     7     6     3     -20040.091532705224
     8     6     3     -20040.092667147917
     9     6     3     -20040.095665434514
    10     6     3     -20040.099644011298
    11     6     3     -20040.103228975378
    12     6     3     -20040.105404797821
    13     6     3     -20040.105959774042
    14     6     3     -20040.105475275312
    15     6     3     -20040.104885468514
